Store_Dept_Date,Weekly_Sales
27_9_2013-07-26,41817.48275862069
27_10_2012-11-02,36848.057471264365
27_10_2012-11-09,31936.471264367818
27_10_2012-11-16,35386.942528735635
27_10_2012-11-23,43051.93103448276
27_10_2012-11-30,41631.67816091954
27_10_2012-12-07,37848.64367816092
27_10_2012-12-14,33126.1724137931
27_10_2012-12-21,34064.12643678161
27_10_2012-12-28,34021.14942528736
27_10_2013-01-04,37315.45977011494
27_10_2013-01-11,32178.6091954023
27_10_2013-01-18,32501.632183908045
27_10_2013-01-25,38411.402298850575
27_10_2013-02-01,30934.367816091955
27_10_2013-02-08,33979.55172413793
27_10_2013-02-15,31024.42528735632
27_10_2013-02-22,44245.24137931035
27_10_2013-03-01,34014.5632183908
27_10_2013-03-08,33522.36781609195
27_10_2013-03-15,33503.22988505747
27_10_2013-03-22,35507.68965517241
27_10_2013-03-29,38928.333333333336
27_10_2013-04-05,33997.10344827586
27_10_2013-04-12,36530.50574712644
27_10_2013-04-19,34898.90804597701
27_10_2013-04-26,37415.68965517241
27_10_2013-05-03,36541.252873563215
27_10_2013-05-10,35809.28735632184
27_10_2013-05-17,35277.620689655174
27_10_2013-05-24,36529.24137931035
27_10_2013-05-31,37703.85057471264
27_10_2013-06-07,35377.471264367814
27_10_2013-06-14,36560.28735632184
27_10_2013-06-21,37276.85057471264
27_10_2013-06-28,38806.057471264365
27_10_2013-07-05,39266.63218390805
27_10_2013-07-12,38934.50574712644
27_10_2013-07-19,39714.816091954024
27_10_2013-07-26,40279.16091954023
27_11_2012-11-02,17227.068965517243
27_11_2012-11-09,18487.57471264368
27_11_2012-11-16,16893.42528735632
27_11_2012-11-23,21928.931034482757
27_11_2012-11-30,21487.16091954023
27_11_2012-12-07,19917.712643678162
27_11_2012-12-14,16472.540229885057
27_11_2012-12-21,16890.735632183907
27_11_2012-12-28,17580.459770114943
27_11_2013-01-04,21947.206896551725
27_11_2013-01-11,15945.781609195403
27_11_2013-01-18,14432.011494252874
27_11_2013-01-25,18933.758620689656
27_11_2013-02-01,15762.471264367816
27_11_2013-02-08,16143.229885057472
27_11_2013-02-15,15834.988505747126
27_11_2013-02-22,19255.35632183908
27_11_2013-03-01,15068.32183908046
27_11_2013-03-08,14196.908045977012
27_11_2013-03-15,14768.816091954022
27_11_2013-03-22,19334.850574712644
27_11_2013-03-29,20772.02298850575
27_11_2013-04-05,19682.42528735632
27_11_2013-04-12,16561.494252873563
27_11_2013-04-19,17830.94252873563
27_11_2013-04-26,18394.25287356322
27_11_2013-05-03,18854.528735632182
27_11_2013-05-10,17722.954022988506
27_11_2013-05-17,17498.459770114943
27_11_2013-05-24,20042.310344827587
27_11_2013-05-31,21210.540229885057
27_11_2013-06-07,31460.32183908046
27_11_2013-06-14,24734.114942528737
27_11_2013-06-21,30848.896551724138
27_11_2013-06-28,37415.89655172414
27_11_2013-07-05,33645.5632183908
27_11_2013-07-12,37907.11494252874
27_11_2013-07-19,42711.31034482759
27_11_2013-07-26,37760.29885057471
27_12_2012-11-02,3873.67816091954
27_12_2012-11-09,3105.712643678161
27_12_2012-11-16,3697.1609195402298
27_12_2012-11-23,2987.0459770114944
27_12_2012-11-30,2708.367816091954
27_12_2012-12-07,3413.287356321839
27_12_2012-12-14,2953.32183908046
27_12_2012-12-21,3251.206896551724
27_12_2012-12-28,2437.390804597701
27_12_2013-01-04,3104.390804597701
27_12_2013-01-11,3240.8735632183907
27_12_2013-01-18,3283.8735632183907
27_12_2013-01-25,2852.770114942529
27_12_2013-02-01,3331.5057471264367
27_12_2013-02-08,2733.103448275862
27_12_2013-02-15,2992.310344827586
27_12_2013-02-22,2913.137931034483
27_12_2013-03-01,3418.367816091954
27_12_2013-03-08,3309.7586206896553
27_12_2013-03-15,3611.287356321839
27_12_2013-03-22,2895.3333333333335
27_12_2013-03-29,2893.8275862068967
27_12_2013-04-05,3040.4827586206898
27_12_2013-04-12,3842.8275862068967
27_12_2013-04-19,3922.9540229885056
27_12_2013-04-26,3801.8045977011493
27_12_2013-05-03,3906.0919540229884
27_12_2013-05-10,3872.3563218390805
27_12_2013-05-17,3970.8505747126437
27_12_2013-05-24,4002.022988505747
27_12_2013-05-31,3958.1609195402298
27_12_2013-06-07,3925.5402298850577
27_12_2013-06-14,4048.9885057471265
27_12_2013-06-21,3979.1264367816093
27_12_2013-06-28,3884.5287356321837
27_12_2013-07-05,3896.206896551724
27_12_2013-07-12,4080.5287356321837
27_12_2013-07-19,3871.5402298850577
27_12_2013-07-26,4133.172413793103
27_13_2012-11-02,51024.0
27_13_2012-11-09,48436.724137931036
27_13_2012-11-16,48990.48275862069
27_13_2012-11-23,50336.206896551725
27_13_2012-11-30,42690.14942528736
27_13_2012-12-07,49180.09195402299
27_13_2012-12-14,48968.747126436785
27_13_2012-12-21,50876.3908045977
27_13_2012-12-28,43232.87356321839
27_13_2013-01-04,50961.12643678161
27_13_2013-01-11,49866.3908045977
27_13_2013-01-18,49989.597701149425
27_13_2013-01-25,52108.93103448276
27_13_2013-02-01,52794.2183908046
27_13_2013-02-08,48794.02298850575
27_13_2013-02-15,47616.2183908046
27_13_2013-02-22,48892.206896551725
27_13_2013-03-01,52005.28735632184
27_13_2013-03-08,51674.1724137931
27_13_2013-03-15,50673.9540229885
27_13_2013-03-22,49890.06896551724
27_13_2013-03-29,44341.402298850575
27_13_2013-04-05,48293.03448275862
27_13_2013-04-12,49090.87356321839
27_13_2013-04-19,50706.2183908046
27_13_2013-04-26,50818.96551724138
27_13_2013-05-03,51780.32183908046
27_13_2013-05-10,51721.83908045977
27_13_2013-05-17,52979.22988505747
27_13_2013-05-24,51055.31034482759
27_13_2013-05-31,49887.45977011494
27_13_2013-06-07,51201.14942528736
27_13_2013-06-14,51095.51724137931
27_13_2013-06-21,50793.12643678161
27_13_2013-06-28,50609.67816091954
27_13_2013-07-05,52377.22988505747
27_13_2013-07-12,52024.89655172414
27_13_2013-07-19,52954.14942528736
27_13_2013-07-26,52724.425287356324
27_14_2012-11-02,26616.126436781607
27_14_2012-11-09,26269.563218390806
27_14_2012-11-16,28362.57471264368
27_14_2012-11-23,55213.77011494253
27_14_2012-11-30,58932.528735632186
27_14_2012-12-07,26412.183908045976
27_14_2012-12-14,25445.689655172413
27_14_2012-12-21,25720.772413793107
27_14_2012-12-28,39551.48275862069
27_14_2013-01-04,32739.505747126437
27_14_2013-01-11,25467.988505747126
27_14_2013-01-18,26113.873563218393
27_14_2013-01-25,32263.114942528737
27_14_2013-02-01,25987.22988505747
27_14_2013-02-08,25743.05747126437
27_14_2013-02-15,23928.436781609194
27_14_2013-02-22,36842.29885057471
27_14_2013-03-01,27187.505747126437
27_14_2013-03-08,25021.05747126437
27_14_2013-03-15,26034.172413793105
27_14_2013-03-22,34579.51724137931
27_14_2013-03-29,45543.724137931036
27_14_2013-04-05,25805.540229885057
27_14_2013-04-12,28605.597701149425
27_14_2013-04-19,28312.068965517243
27_14_2013-04-26,33510.747126436785
27_14_2013-05-03,27248.02298850575
27_14_2013-05-10,27045.459770114943
27_14_2013-05-17,26205.22988505747
27_14_2013-05-24,26734.436781609194
27_14_2013-05-31,28430.7816091954
27_14_2013-06-07,28657.827586206895
27_14_2013-06-14,27244.862068965518
27_14_2013-06-21,27398.16091954023
27_14_2013-06-28,25862.67816091954
27_14_2013-07-05,28094.367816091955
27_14_2013-07-12,27222.333333333332
27_14_2013-07-19,27264.724137931036
27_14_2013-07-26,26443.367816091955
27_16_2012-11-02,28779.597701149425
27_16_2012-11-09,3547.9310344827586
27_16_2012-11-16,6941.908045977011
27_16_2012-11-23,3873.9310344827586
27_16_2012-11-30,5659.666666666667
27_16_2012-12-07,3946.4942528735633
27_16_2012-12-14,4094.8390804597702
27_16_2012-12-21,8355.149425287356
27_16_2012-12-28,5329.0
27_16_2013-01-04,5103.19540229885
27_16_2013-01-11,4815.448275862069
27_16_2013-01-18,5567.494252873563
27_16_2013-01-25,6035.540229885058
27_16_2013-02-01,9306.551724137931
27_16_2013-02-08,6086.436781609195
27_16_2013-02-15,5810.793103448276
27_16_2013-02-22,6625.862068965517
27_16_2013-03-01,11989.87356321839
27_16_2013-03-08,6775.977011494253
27_16_2013-03-15,14897.310344827587
27_16_2013-03-22,5232.0
27_16_2013-03-29,5495.436781609195
27_16_2013-04-05,3562.402298850575
27_16_2013-04-12,30850.344827586207
27_16_2013-04-19,20638.505747126437
27_16_2013-04-26,8632.827586206897
27_16_2013-05-03,27971.7816091954
27_16_2013-05-10,33053.48275862069
27_16_2013-05-17,34073.55172413793
27_16_2013-05-24,44844.63218390805
27_16_2013-05-31,37088.574712643676
27_16_2013-06-07,52149.29885057471
27_16_2013-06-14,49719.09195402299
27_16_2013-06-21,48390.14942528736
27_16_2013-06-28,49596.12643678161
27_16_2013-07-05,42848.8275862069
27_16_2013-07-12,49697.206896551725
27_16_2013-07-19,46641.862068965514
27_16_2013-07-26,48795.67816091954
27_17_2012-11-02,17126.862068965518
27_17_2012-11-09,19622.3908045977
27_17_2012-11-16,19159.908045977012
27_17_2012-11-23,26283.344827586207
27_17_2012-11-30,22034.32183908046
27_17_2012-12-07,18763.58620689655
27_17_2012-12-14,19370.459770114943
27_17_2012-12-21,19423.114942528737
27_17_2012-12-28,18705.701149425287
27_17_2013-01-04,21840.931034482757
27_17_2013-01-11,18473.48275862069
27_17_2013-01-18,17960.97701149425
27_17_2013-01-25,21081.862068965518
27_17_2013-02-01,17228.137931034482
27_17_2013-02-08,18195.689655172413
27_17_2013-02-15,18136.94252873563
27_17_2013-02-22,24801.7816091954
27_17_2013-03-01,17157.19540229885
27_17_2013-03-08,17416.540229885057
27_17_2013-03-15,18579.32183908046
27_17_2013-03-22,20019.41379310345
27_17_2013-03-29,20103.988505747126
27_17_2013-04-05,18450.74712643678
27_17_2013-04-12,16828.80459770115
27_17_2013-04-19,20027.620689655174
27_17_2013-04-26,20783.758620689656
27_17_2013-05-03,17268.51724137931
27_17_2013-05-10,16724.67816091954
27_17_2013-05-17,15917.218390804597
27_17_2013-05-24,16464.827586206895
27_17_2013-05-31,17488.287356321838
27_17_2013-06-07,15914.896551724138
27_17_2013-06-14,16823.51724137931
27_17_2013-06-21,16734.494252873563
27_17_2013-06-28,15649.057471264368
27_17_2013-07-05,17159.137931034482
27_17_2013-07-12,15412.32183908046
27_17_2013-07-19,17227.103448275862
27_17_2013-07-26,20318.655172413793
27_18_2012-11-02,7511.896551724138
27_18_2012-11-09,9381.436781609196
27_18_2012-11-16,10184.551724137931
27_18_2012-11-23,47655.22988505747
27_18_2012-11-30,36634.574712643676
27_18_2012-12-07,45717.80459770115
27_18_2012-12-14,21896.344827586207
27_18_2012-12-21,11296.0
27_18_2012-12-28,20256.862068965518
27_18_2013-01-04,13456.781609195403
27_18_2013-01-11,8444.356321839081
27_18_2013-01-18,10248.816091954022
27_18_2013-01-25,4837.574712643678
27_18_2013-02-01,3502.0344827586205
27_18_2013-02-08,9480.022988505747
27_18_2013-02-15,11365.229885057472
27_18_2013-02-22,9604.367816091954
27_18_2013-03-01,4500.528735632184
27_18_2013-03-08,10352.045977011494
27_18_2013-03-15,12681.563218390804
27_18_2013-03-22,28116.94252873563
27_18_2013-03-29,23683.16091954023
27_18_2013-04-05,14095.459770114943
27_18_2013-04-12,8458.551724137931
27_18_2013-04-19,13041.068965517241
27_18_2013-04-26,14832.793103448275
27_18_2013-05-03,46778.747126436785
27_18_2013-05-10,17372.827586206895
27_18_2013-05-17,7179.540229885058
27_18_2013-05-24,10978.12643678161
27_18_2013-05-31,9493.563218390804
27_18_2013-06-07,3596.4597701149423
27_18_2013-06-14,2960.7241379310344
27_18_2013-06-21,3854.183908045977
27_18_2013-06-28,3464.8390804597702
27_18_2013-07-05,21612.6091954023
27_19_2012-11-02,1584.6206896551723
27_19_2012-11-09,1302.3218390804598
27_19_2012-11-16,1355.942528735632
27_19_2012-11-23,1377.83908045977
27_19_2012-11-30,1445.448275862069
27_19_2012-12-07,1784.103448275862
27_19_2012-12-14,1156.2298850574712
27_19_2012-12-21,1587.5172413793102
27_19_2012-12-28,1138.7356321839081
27_19_2013-01-04,1221.5632183908046
27_19_2013-01-11,1361.942528735632
27_19_2013-01-18,1497.2068965517242
27_19_2013-01-25,1191.7931034482758
27_19_2013-02-01,1768.4367816091954
27_19_2013-02-08,1742.4942528735633
27_19_2013-02-15,1738.16091954023
27_19_2013-02-22,1391.528735632184
27_19_2013-03-01,1375.7701149425288
27_19_2013-03-08,1813.1954022988505
27_19_2013-03-15,1746.6091954022988
27_19_2013-03-22,1672.0
27_19_2013-03-29,819.0229885057471
27_19_2013-04-05,1267.655172413793
27_19_2013-04-12,1276.2988505747126
27_19_2013-04-19,1507.4597701149426
27_19_2013-04-26,1607.8275862068965
27_19_2013-05-03,1893.1494252873563
27_19_2013-05-10,1794.344827586207
27_19_2013-05-17,1718.9195402298851
27_19_2013-05-24,1616.0919540229886
27_19_2013-05-31,1644.6781609195402
27_19_2013-06-07,1744.471264367816
27_19_2013-06-14,1670.2298850574712
27_19_2013-06-21,1592.6436781609195
27_19_2013-06-28,1466.1494252873563
27_19_2013-07-05,1388.632183908046
27_19_2013-07-12,1384.83908045977
27_19_2013-07-19,1555.8275862068965
27_19_2013-07-26,1333.3908045977012
27_20_2012-11-02,10449.022988505747
27_20_2012-11-09,9542.333333333334
27_20_2012-11-16,10039.655172413793
27_20_2012-11-23,13463.034482758621
27_20_2012-11-30,8468.597701149425
27_20_2012-12-07,9403.574712643678
27_20_2012-12-14,9865.011494252874
27_20_2012-12-21,10201.931034482759
27_20_2012-12-28,9277.80459770115
27_20_2013-01-04,9712.827586206897
27_20_2013-01-11,9691.632183908046
27_20_2013-01-18,9743.87356321839
27_20_2013-01-25,8868.735632183909
27_20_2013-02-01,9224.931034482759
27_20_2013-02-08,9214.459770114943
27_20_2013-02-15,9081.827586206897
27_20_2013-02-22,8263.229885057472
27_20_2013-03-01,9392.183908045978
27_20_2013-03-08,10180.425287356322
27_20_2013-03-15,9856.885057471265
27_20_2013-03-22,9337.402298850575
27_20_2013-03-29,8508.103448275862
27_20_2013-04-05,8973.045977011494
27_20_2013-04-12,10179.045977011494
27_20_2013-04-19,10297.505747126437
27_20_2013-04-26,10281.298850574713
27_20_2013-05-03,11061.367816091954
27_20_2013-05-10,10470.87356321839
27_20_2013-05-17,11004.6091954023
27_20_2013-05-24,10380.183908045978
27_20_2013-05-31,11341.666666666666
27_20_2013-06-07,12708.333333333334
27_20_2013-06-14,11348.655172413793
27_20_2013-06-21,12603.574712643678
27_20_2013-06-28,13192.356321839081
27_20_2013-07-05,13409.344827586207
27_20_2013-07-12,12198.735632183909
27_20_2013-07-19,12428.896551724138
27_20_2013-07-26,12684.32183908046
27_21_2012-11-02,6768.781609195402
27_21_2012-11-09,6407.183908045977
27_21_2012-11-16,6554.436781609195
27_21_2012-11-23,9968.091954022988
27_21_2012-11-30,9727.666666666666
27_21_2012-12-07,6696.3448275862065
27_21_2012-12-14,6265.747126436781
27_21_2012-12-21,6320.885057471264
27_21_2012-12-28,5920.183908045977
27_21_2013-01-04,8428.149425287356
27_21_2013-01-11,6362.206896551724
27_21_2013-01-18,6584.252873563219
27_21_2013-01-25,5753.83908045977
27_21_2013-02-01,6143.83908045977
27_21_2013-02-08,6052.310344827586
27_21_2013-02-15,6248.229885057472
27_21_2013-02-22,8582.87356321839
27_21_2013-03-01,6441.586206896552
27_21_2013-03-08,6214.126436781609
27_21_2013-03-15,6808.528735632184
27_21_2013-03-22,5850.471264367816
27_21_2013-03-29,7457.459770114942
27_21_2013-04-05,5850.517241379311
27_21_2013-04-12,6813.022988505747
27_21_2013-04-19,6506.333333333333
27_21_2013-04-26,6770.091954022989
27_21_2013-05-03,6595.80459770115
27_21_2013-05-10,6141.724137931034
27_21_2013-05-17,6066.885057471264
27_21_2013-05-24,5908.712643678161
27_21_2013-05-31,5785.448275862069
27_21_2013-06-07,6690.563218390805
27_21_2013-06-14,6287.0114942528735
27_21_2013-06-21,6145.712643678161
27_21_2013-06-28,6636.229885057472
27_21_2013-07-05,6430.666666666667
27_21_2013-07-12,7319.793103448276
27_21_2013-07-19,7197.091954022989
27_21_2013-07-26,6934.183908045977
27_22_2012-11-02,17558.287356321838
27_22_2012-11-09,16755.873563218393
27_22_2012-11-16,16327.114942528735
27_22_2012-11-23,30939.310344827587
27_22_2012-11-30,25111.05747126437
27_22_2012-12-07,17076.264367816093
27_22_2012-12-14,17576.724137931036
27_22_2012-12-21,17852.011494252874
27_22_2012-12-28,20316.94252873563
27_22_2013-01-04,20054.701149425287
27_22_2013-01-11,16734.045977011494
27_22_2013-01-18,17363.563218390806
27_22_2013-01-25,18271.25287356322
27_22_2013-02-01,15117.32183908046
27_22_2013-02-08,16849.367816091955
27_22_2013-02-15,16130.666666666666
27_22_2013-02-22,20547.83908045977
27_22_2013-03-01,16118.816091954022
27_22_2013-03-08,16252.28735632184
27_22_2013-03-15,17211.528735632182
27_22_2013-03-22,16672.275862068964
27_22_2013-03-29,17104.689655172413
27_22_2013-04-05,16200.3908045977
27_22_2013-04-12,16603.74712643678
27_22_2013-04-19,16469.48275862069
27_22_2013-04-26,17708.287356321838
27_22_2013-05-03,17715.44827586207
27_22_2013-05-10,17769.183908045976
27_22_2013-05-17,17158.25287356322
27_22_2013-05-24,16568.873563218393
27_22_2013-05-31,16564.011494252874
27_22_2013-06-07,16864.402298850575
27_22_2013-06-14,16436.103448275862
27_22_2013-06-21,16335.896551724138
27_22_2013-06-28,17833.03448275862
27_22_2013-07-05,17558.42528735632
27_22_2013-07-12,17034.77011494253
27_22_2013-07-19,17676.885057471263
27_22_2013-07-26,17814.011494252874
27_23_2012-11-02,35658.26436781609
27_23_2012-11-09,31139.137931034482
27_23_2012-11-16,34201.16091954023
27_23_2012-11-23,56712.55172413793
27_23_2012-11-30,55109.09195402299
27_23_2012-12-07,35062.16091954023
27_23_2012-12-14,28768.344827586207
27_23_2012-12-21,29343.83908045977
27_23_2012-12-28,28051.816091954024
27_23_2013-01-04,44196.206896551725
27_23_2013-01-11,29023.83908045977
27_23_2013-01-18,29083.045977011494
27_23_2013-01-25,25998.287356321838
27_23_2013-02-01,28159.666666666668
27_23_2013-02-08,30602.816091954024
27_23_2013-02-15,28609.931034482757
27_23_2013-02-22,57800.58620689655
27_23_2013-03-01,28330.172413793105
27_23_2013-03-08,27735.7816091954
27_23_2013-03-15,31648.58620689655
27_23_2013-03-22,44423.1724137931
27_23_2013-03-29,50308.597701149425
27_23_2013-04-05,30120.091954022988
27_23_2013-04-12,37263.597701149425
27_23_2013-04-19,37100.68965517241
27_23_2013-04-26,38128.14942528736
27_23_2013-05-03,36216.724137931036
27_23_2013-05-10,37250.14942528736
27_23_2013-05-17,37331.54022988506
27_23_2013-05-24,38057.06896551724
27_23_2013-05-31,36577.28735632184
27_23_2013-06-07,41149.666666666664
27_23_2013-06-14,40730.06896551724
27_23_2013-06-21,41206.64367816092
27_23_2013-06-28,41754.666666666664
27_23_2013-07-05,42913.597701149425
27_23_2013-07-12,40783.35632183908
27_23_2013-07-19,43210.29885057471
27_23_2013-07-26,42204.183908045976
27_24_2012-11-02,8260.137931034482
27_24_2012-11-09,6653.425287356322
27_24_2012-11-16,7029.609195402299
27_24_2012-11-23,15152.206896551725
27_24_2012-11-30,13685.793103448275
27_24_2012-12-07,9452.367816091954
27_24_2012-12-14,7890.126436781609
27_24_2012-12-21,7760.908045977011
27_24_2012-12-28,6905.586206896552
27_24_2013-01-04,7653.459770114942
27_24_2013-01-11,6627.310344827586
27_24_2013-01-18,6472.574712643678
27_24_2013-01-25,5548.19540229885
27_24_2013-02-01,6849.448275862069
27_24_2013-02-08,7883.64367816092
27_24_2013-02-15,6422.0
27_24_2013-02-22,7415.367816091954
27_24_2013-03-01,7153.229885057472
27_24_2013-03-08,6786.3448275862065
27_24_2013-03-15,7304.701149425287
27_24_2013-03-22,10474.218390804597
27_24_2013-03-29,12461.425287356322
27_24_2013-04-05,6706.747126436781
27_24_2013-04-12,7827.126436781609
27_24_2013-04-19,8835.574712643678
27_24_2013-04-26,10807.632183908046
27_24_2013-05-03,10410.057471264368
27_24_2013-05-10,9353.080459770115
27_24_2013-05-17,9034.19540229885
27_24_2013-05-24,10302.310344827587
27_24_2013-05-31,12670.12643678161
27_24_2013-06-07,8891.586206896553
27_24_2013-06-14,8834.954022988506
27_24_2013-06-21,9410.51724137931
27_24_2013-06-28,8421.057471264368
27_24_2013-07-05,8823.183908045978
27_24_2013-07-12,8319.908045977012
27_24_2013-07-19,8393.827586206897
27_24_2013-07-26,8400.298850574713
27_25_2012-11-02,12653.850574712644
27_25_2012-11-09,9583.448275862069
27_25_2012-11-16,12029.83908045977
27_25_2012-11-23,15728.172413793103
27_25_2012-11-30,14200.413793103447
27_25_2012-12-07,14884.367816091954
27_25_2012-12-14,11878.425287356322
27_25_2012-12-21,11801.172413793103
27_25_2012-12-28,9626.87356321839
27_25_2013-01-04,10943.356321839081
27_25_2013-01-11,8708.80459770115
27_25_2013-01-18,9301.149425287356
27_25_2013-01-25,9766.034482758621
27_25_2013-02-01,8901.32183908046
27_25_2013-02-08,9417.701149425287
27_25_2013-02-15,8659.448275862069
27_25_2013-02-22,12437.310344827587
27_25_2013-03-01,9864.988505747126
27_25_2013-03-08,10048.16091954023
27_25_2013-03-15,11245.919540229885
27_25_2013-03-22,10151.137931034482
27_25_2013-03-29,13357.229885057472
27_25_2013-04-05,10011.057471264368
27_25_2013-04-12,12568.896551724138
27_25_2013-04-19,12581.965517241379
27_25_2013-04-26,13409.218390804597
27_25_2013-05-03,13717.931034482759
27_25_2013-05-10,13252.436781609196
27_25_2013-05-17,13037.32183908046
27_25_2013-05-24,13481.252873563219
27_25_2013-05-31,14112.586206896553
27_25_2013-06-07,13188.448275862069
27_25_2013-06-14,13313.413793103447
27_25_2013-06-21,13618.48275862069
27_25_2013-06-28,11153.459770114943
27_25_2013-07-05,12122.344827586207
27_25_2013-07-12,11335.402298850575
27_25_2013-07-19,12188.057471264368
27_25_2013-07-26,11706.988505747126
27_26_2012-11-02,12163.16091954023
27_26_2012-11-09,8735.724137931034
27_26_2012-11-16,11424.908045977012
27_26_2012-11-23,16468.011494252874
27_26_2012-11-30,11072.183908045978
27_26_2012-12-07,13150.528735632184
27_26_2012-12-14,11455.80459770115
27_26_2012-12-21,12304.931034482759
27_26_2012-12-28,7915.816091954023
27_26_2013-01-04,9367.643678160919
27_26_2013-01-11,10553.724137931034
27_26_2013-01-18,10718.241379310344
27_26_2013-01-25,8632.908045977012
27_26_2013-02-01,10226.850574712644
27_26_2013-02-08,10263.12643678161
27_26_2013-02-15,10226.551724137931
27_26_2013-02-22,10605.48275862069
27_26_2013-03-01,9901.724137931034
27_26_2013-03-08,10824.862068965518
27_26_2013-03-15,12681.057471264368
27_26_2013-03-22,12161.942528735632
27_26_2013-03-29,13283.241379310344
27_26_2013-04-05,10674.770114942528
27_26_2013-04-12,12691.425287356322
27_26_2013-04-19,11156.885057471265
27_26_2013-04-26,13360.735632183909
27_26_2013-05-03,13953.793103448275
27_26_2013-05-10,13624.770114942528
27_26_2013-05-17,12993.67816091954
27_26_2013-05-24,14083.32183908046
27_26_2013-05-31,12612.32183908046
27_26_2013-06-07,11243.183908045978
27_26_2013-06-14,11582.459770114943
27_26_2013-06-21,11118.034482758621
27_26_2013-06-28,9278.413793103447
27_26_2013-07-05,11382.068965517241
27_26_2013-07-12,10393.827586206897
27_26_2013-07-19,9254.057471264368
27_26_2013-07-26,9825.080459770115
27_27_2012-11-02,2133.4137931034484
27_27_2012-11-09,2115.1954022988507
27_27_2012-11-16,2144.6666666666665
27_27_2012-11-23,3756.9885057471265
27_27_2012-11-30,3306.4712643678163
27_27_2012-12-07,2447.7471264367814
27_27_2012-12-14,2112.3333333333335
27_27_2012-12-21,2060.425287356322
27_27_2012-12-28,2277.5632183908046
27_27_2013-01-04,3174.6436781609195
27_27_2013-01-11,2071.0689655172414
27_27_2013-01-18,1981.8045977011495
27_27_2013-01-25,2485.3333333333335
27_27_2013-02-01,2018.0919540229886
27_27_2013-02-08,2179.264367816092
27_27_2013-02-15,2154.862068965517
27_27_2013-02-22,3845.4597701149423
27_27_2013-03-01,1877.2643678160919
27_27_2013-03-08,1982.8620689655172
27_27_2013-03-15,2100.9885057471265
27_27_2013-03-22,2607.080459770115
27_27_2013-03-29,2784.0689655172414
27_27_2013-04-05,2270.816091954023
27_27_2013-04-12,2275.609195402299
27_27_2013-04-19,2243.0919540229884
27_27_2013-04-26,2374.977011494253
27_27_2013-05-03,2246.448275862069
27_27_2013-05-10,2168.551724137931
27_27_2013-05-17,2105.425287356322
27_27_2013-05-24,2225.1264367816093
27_27_2013-05-31,2244.2528735632186
27_27_2013-06-07,1893.712643678161
27_27_2013-06-14,2043.3793103448277
27_27_2013-06-21,2107.1264367816093
27_27_2013-06-28,1727.9540229885058
27_27_2013-07-05,1934.0689655172414
27_27_2013-07-12,1674.7356321839081
27_27_2013-07-19,1630.7586206896551
27_27_2013-07-26,1757.528735632184
27_28_2012-11-02,1260.942528735632
27_28_2012-11-09,1174.2528735632184
27_28_2012-11-16,1142.7931034482758
27_28_2012-11-23,1467.3103448275863
27_28_2012-11-30,995.7586206896551
27_28_2012-12-07,1115.6666666666667
27_28_2012-12-14,1067.2298850574712
27_28_2012-12-21,1165.1494252873563
27_28_2012-12-28,979.7586206896551
27_28_2013-01-04,1186.103448275862
27_28_2013-01-11,1012.5057471264367
27_28_2013-01-18,1048.9655172413793
27_28_2013-01-25,890.6206896551724
27_28_2013-02-01,952.4252873563219
27_28_2013-02-08,962.4827586206897
27_28_2013-02-15,969.1034482758621
27_28_2013-02-22,1285.8505747126437
27_28_2013-03-01,1034.942528735632
27_28_2013-03-08,968.1724137931035
27_28_2013-03-15,1066.5632183908046
27_28_2013-03-22,1000.471264367816
27_28_2013-03-29,1314.816091954023
27_28_2013-04-05,1068.7586206896551
27_28_2013-04-12,1230.4252873563219
27_28_2013-04-19,1223.5057471264367
27_28_2013-04-26,1499.4942528735633
27_28_2013-05-03,1273.9310344827586
27_28_2013-05-10,1251.8275862068965
27_28_2013-05-17,1215.4597701149426
27_28_2013-05-24,872.8735632183908
27_28_2013-05-31,918.6781609195402
27_28_2013-06-07,825.4626436781609
27_28_2013-06-14,774.1264367816092
27_28_2013-06-21,661.6666666666666
27_28_2013-06-28,508.8390804597701
27_28_2013-07-05,545.7241379310345
27_28_2013-07-12,506.08045977011494
27_28_2013-07-19,506.5632183908046
27_28_2013-07-26,523.0344827586207
27_29_2012-11-02,6670.6781609195405
27_29_2012-11-09,7309.701149425287
27_29_2012-11-16,7619.126436781609
27_29_2012-11-23,12223.632183908046
27_29_2012-11-30,12240.793103448275
27_29_2012-12-07,7479.241379310345
27_29_2012-12-14,7317.402298850575
27_29_2012-12-21,7120.126436781609
27_29_2012-12-28,7605.597701149425
27_29_2013-01-04,11232.022988505747
27_29_2013-01-11,7699.091954022989
27_29_2013-01-18,7458.333333333333
27_29_2013-01-25,6658.310344827586
27_29_2013-02-01,7193.413793103448
27_29_2013-02-08,8218.942528735632
27_29_2013-02-15,6781.620689655172
27_29_2013-02-22,15043.551724137931
27_29_2013-03-01,6837.793103448276
27_29_2013-03-08,6602.574712643678
27_29_2013-03-15,7185.816091954023
27_29_2013-03-22,7744.6551724137935
27_29_2013-03-29,9749.022988505747
27_29_2013-04-05,7037.114942528736
27_29_2013-04-12,7139.172413793103
27_29_2013-04-19,7363.770114942528
27_29_2013-04-26,7631.448275862069
27_29_2013-05-03,7484.873563218391
27_29_2013-05-10,7644.666666666667
27_29_2013-05-17,6965.436781609195
27_29_2013-05-24,7125.241379310345
27_29_2013-05-31,7306.19540229885
